Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC;;
Ene;Alumbrado Público;;Alumbrado Público;Privado;REFACTAL (Alumbrado Público / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;Residencial;;Residencial;Privado;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;Residencial;Baja;Residencial;Privado;BTCRSD01 (BT / Residencial);64052;4218,25423;486127,15;230758;33293,7978;3497949,73;0;0;0;547641;136765,3493;13722349,05;290201;70842,58986;7965215,06;119354;16813,65436;1810506,53;294881;53030,59204;5651879,25;126958;19464,33224;2071838,6;72939;10738,32273;1058728,28;223921;26680,5743;2865350,95;86996;12862,8012;1387131,27;;
Ene;Residencial;Baja;Residencial;Privado;BTCRSD02 (BT / Residencial Temporal);0;0;0;0;0;0;0;0;0;1990;181,6351;26156,13;0;0;0;0;0;0;297;28,518;4086,25;0;0;0;11290;1870,31484;255504,07;0;0;0;2;0,118;17,98;;
Ene;Residencial;Baja;Residencial;Privado;BTCRSD03 (BT / Residencial para el Programa PEC);3177;390,4694;30728,11;25284;4563,77017;385775,36;0;0;0;91173;22982,49021;1896801,65;52207;11557,08845;986607,77;20959;3532,61215;299214,91;35904;8255,3239;701720,63;21355;4143,912;346837,87;13606;2257,22668;194096,44;20523;3139,7702;261570,25;9679;2030,62187;177457,18;;
Ene;General;Baja;Otros;Privado;BTCGCD04 (BT / Autoconsumo con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGCD03 (BT / Asistencia Social con Demanda);0;0;0;0;0;0;0;0;0;72;174,62886;14075,77;2;6,347;603,18;1;18,0642;1353,66;2;1,7604;156,67;1;0,395;40,92;0;0;0;0;0;0;3;1,7541;167,4;;
Ene;General;Baja;Otros;Privado;BTCGCD05 (BT / Beneficio Público con Demanda);0;0;0;0;0;0;0;0;0;1;8,84442;608,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,148;46,43;;
Ene;General;Baja;Otros;Privado;BTCGCD09 (BT / Otros con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGCD20 (BT / Beneficio Público con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11,50764;1025,81;;
Ene;General;Baja;Otros;Privado;BTCGCD37 (BT / Autoconsumo con Demana Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGCD38 (BT / Otros con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGSD03 (BT / Asistencia Social);0;0;0;22;9,11268;490,59;0;0;0;366;204,77002;18964,64;42;16,56216;862,92;24;9,4274;518,14;187;56,45742;3051,2;1;0,257;10,58;12;1,689;89,87;6;3,054;169,56;55;13,563;759,08;;
Ene;General;Baja;Otros;Privado;BTCGSD04 (BT / Beneficio Público);0;0;0;2;0,61914;33,73;0;0;0;1;1,726;170,24;14;6,617;370,74;22;5,282;289,13;26;8,127;417,53;5;2,544;147,01;16;5,01116;266,73;61;9,78282;537,45;59;16,80984;936;;
Ene;General;Baja;Otros;Privado;BTCGSD08 (BT / Otros);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGSD12 (BT / Escenarios Deportivos);10;0,723;73,39;34;8,53806;785,55;0;0;0;4;1,713;151,74;4;0,846;78,73;12;3,051;279,9;7;1,47876;140,26;4;2,342;214,11;6;0,79214;75,51;18;4,51208;417,04;8;1,056;100,21;;
Ene;General;Baja;Otros;Privado;BTCGSD13 (BT / Bombeo de Agua);13;3,232;278,2;53;33,01884;2705,57;0;0;0;24;-23,16646;-2050,24;399;221,11023;18222,75;94;48,34904;3945,07;341;152,63056;12617,48;55;23,61224;1924,88;28;11,76175;961,65;131;114,69654;9395,53;1;1,592;130,25;;
Ene;General;Baja;Otros;Privado;BTCGCD12 (BT / Ocasional);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGSD11 (BT / Servicio Comunitario);0;0;0;56;25,2195;2317,32;0;0;0;750;223,20299;20084,26;919;545,1232;50342,68;1;0,033;4,12;65;42,90742;3922,14;2;1,154;103,54;292;502,08171;46397,76;134;34,21672;3191,56;43;5,61;541,88;;
Ene;General;Baja;Otros;Privado;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0;0;0;0;0;0;0;0;288;587,57744;60786,04;148;557,381;57943,93;1;5,731;553,53;22;57,93512;5800,68;0;0;0;4;11,91156;1376,78;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Baja;Otros;Privado;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;4;171,815;14616,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32,3136;3124,67;;
Ene;General;Baja;Otros;Privado;BTCGCD41 (BT / Vehículos Eléctricos con Demanda Horaria);1;1,23;84,92;1;0,54;67,53;0;0;0;79;40,327;3874,79;67;14,341;2384,53;1;1,583;100,68;12;2,179;379,17;1;1,271;96,31;0;0;0;2;-0,33;-61,49;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD05 (MT / Abonados Especiales con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,45084;67,62;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);0;0;0;0;0;0;0;0;0;2;3,37926;136,57;19;29,92578;1211,01;1;1,415;57,3;1;2,24604;90,54;0;0;0;21;75,2001;3022,71;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD11 (MT / Bombeo de Agua con Demanda);0;0;0;60;56,4168;4893;0;0;0;91;2474,88258;174154,45;367;2424,55137;218131,3;60;218,95652;22330,67;183;924,82542;79449,79;59;2222,35866;178153,47;213;3730,26838;279143,89;60;426,72538;34165,55;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);0;0;0;345;8013,55877;593644,02;0;0;0;55;3525,5089;214391,97;32;1052,29056;86261,94;13;1051,66602;77834;23;549,35876;38819,79;45;7184,4559;495396,6;22;2405,44522;165792,67;31;328,58326;23019,48;0;0;0;;
Ene;General;Media;Comercial;Privado;MTCGCD01 (MT / Comercial con Demanda);183;351,17214;41001,33;751;771,64929;90974,27;0;0;0;1717;26972,11076;2852398,38;1519;10838,61637;1280415,3;677;2206,61124;276685,99;1963;6316,23306;763860,49;466;3257,56092;398487,38;460;3448,89187;408887,72;813;3265,0966;394110,87;0;0;0;;
Ene;General;Media;Comercial;Privado;MTCGCD02 (MT / Comercial con Demanda Horaria);0;0;0;599;6135,49401;642571,15;0;0;0;542;20295,3987;1972750,39;90;2499,16163;265553,27;40;420,08714;44982,3;445;8960,8224;948078,75;32;1730,7502;185548,41;5;541,2232;55243,91;205;5142,50884;520012,11;10;323,162;33951,1;;
Ene;General;Media;Otros;Privado;MTCGCD33 (MT / Culto Religioso con Demanda);2;1,35456;124,61;32;59,11906;6104,27;0;0;0;45;156,30944;15281,38;48;192,55563;18703,88;27;37,87586;4471,92;42;45,76638;5147,35;13;33,8324;3746,9;4;3,696;563,81;15;23,54466;2398,5;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD15 (MT / Escenarios Deportivos con Demanda);2;0,17544;63,41;9;4,86132;597,94;0;0;0;31;197,052;18639,96;7;33,81438;3714,62;8;30,631;2918,16;6;4,61576;777,97;2;2,397;336,1;0;0;0;1;3,168;320,89;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);0;0;0;4;13,10008;1530,27;0;0;0;4;64,1574;6242,74;0;0;0;0;0;0;1;3,09876;896,24;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD25 (MT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0;0;0;0;0;0;0;0;5;227,436;14434,5;2;72,4834;4950,35;0;0;0;1;0,0051;56,56;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Industrial;Privado;MTCGCD03 (MT / Industrial con Demanda);18;32,69404;4439,91;179;148,84146;18850,48;0;0;0;245;7929,52942;808791,75;373;6802,60532;807551,99;46;115,2575;18183,59;17;83,60266;11736,3;51;519,5525;61368,57;45;1012,68524;118053,06;86;291,27896;25113,65;0;0;0;;
Ene;General;Media;Industrial;Privado;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);0;0;0;522;32066,8501;3200834,07;0;0;0;504;42060,65109;3802983,16;210;18405,86643;1850311,39;83;2624,30958;279376,78;115;16998,85832;1693271,83;51;5382,35516;541151,65;26;1912,21318;196982,21;112;7260,59644;699201,69;43;2009,01164;206705,16;;
Ene;General;;Industrial;Privado;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD37 (MT / Autoconsumo con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD07 (MT / Asistencia Social con Demanda);0;0;0;1;1,91658;153,53;0;0;0;103;830,88552;64035,86;10;61,99994;5218,13;8;43,2348;3391,48;10;34,23426;2698,92;0;0;0;2;3,213;358,18;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);0;0;0;4;92,29992;6380,3;0;0;0;36;4143,8276;255062,55;0;0;0;1;24,8931;1677,34;7;644,53019;43667,88;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD09 (MT / Beneficio Público con Demanda);0;0;0;0;0;0;0;0;0;3;7,8912;622,7;1;6,7932;650,45;2;14,2647;1170,3;4;6,87072;664,62;1;15,02664;1468,58;3;14,06009;1169,48;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD10 (MT / Beneficio Público con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD19 (MT / Otros con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;;Comercial;Privado;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD35 (MT / Servicio Comunitario con Demanda);0;0;0;8;6,38622;586,43;0;0;0;140;1964,7705;152361,56;163;844,87762;80273,6;1;0,78132;90,36;62;184,33386;17461,37;0;0;0;12;45,69642;3597,21;1;2,2593;191,09;0;0;0;;
Ene;General;Media;Otros;Privado;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;41;1211,9348;86220,56;0;0;0;0;0;0;4;19,61664;1613,67;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5,96684;783,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);0;0;0;0;0;0;0;0;0;3;5859,29771;310757,92;3;14447,39475;852968,2;0;0;0;0;0;0;6;14341,651;894380,65;1;2331;184910,38;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Industrial;Privado;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);0;0;0;2;645,533;59741,29;0;0;0;35;66479,512;5466960;26;25180,72145;2321760,42;0;0;0;4;4222,455;381971,24;7;7538,127;702162,65;0;0;0;2;3562,3;321212,01;0;0;0;;
Ene;General;;Otros;Privado;REFACTOT (Otros / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;2;1213,92;78389,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD05 (AT / Otros con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Comercial;Privado;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0;0;2;1330,06;130382,45;0;0;0;7;4180,25;377310,65;6;4188,79123;419338,92;1;534,26478;52514,62;0;0;0;0;0;0;0;0;0;1;548;52645,54;0;0;0;;
Ene;General;Alta;Otros;Privado;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ene;General;Alta;Industrial;Privado;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11528,439;1229238,59;0;0;0;0;0;0;0;0;0;;
Feb;General;Baja;Otros;Público;BTCGSD06 (BT / Abonados Especiales con Demanda);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,009;2,13;0;0;0;0;0;0;;;;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0
Feb;Alumbrado Público;Baja;Alumbrado Público;Público;BTAPCD01 (BT / Alumbrado Público);S;0;1;1560,99081;129606,56;1;7723,70483;1023306,77;1;3920,77698;372110,34;1;12657,90664;1779049,85;1;7833,87255;1974053,22;1;2510,89825;323837,88;1;11705,94414;980006,69;1;3779,20662;639317,37;1;2921,99939;723643,11;1;6095,638;804062,15;1;3079,61095;330046,17
Feb;General;Baja;Otros;Público;BTCGSD03 (BT / Asistencia Social);N;1;78;35,537;1845,26;164;123,74256;7020,73;115;64,979;3587,54;70;89,1;8703,02;116;138,19991;8036,07;72;53,82782;3066,76;326;263,80866;15264,43;59;42,80462;2440,68;40;42,0359;2436,1;127;109,78186;6195,79;127;66,694;3866,75
Feb;General;Baja;Otros;Público;BTCGCD03 (BT / Asistencia Social con Demanda);S;1;2;3,557;304,83;0;0;0;2;3,882;323,05;43;146,416;11137,93;4;10,154;838,07;5;5,13484;473,09;4;18,759;1460,88;10;26,90328;2265,65;0;0;0;0;0;0;3;1,955;163,71
Feb;General;Baja;Otros;Público;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);S;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;224,92476;16500,54
Feb;General;Baja;Otros;Público;BTCGCD04 (BT / Autoconsumo con Demanda);S;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;224,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD04 (BT / Beneficio Público);N;3;517;58,86514;3440,71;858;320,19822;17864,33;833;167,31294;9340,37;437;479,4128;46416,32;845;315,71169;18038,1;343;102,99902;5934,67;785;347,5504;19993,46;313;110,01516;6119,83;185;112,41447;6379,7;999;247,6665;13638,1;758;154,86733;8672,63
Feb;General;Baja;Otros;Público;BTCGCD05 (BT / Beneficio Público con Demanda);S;3;2;5,762;440,26;1;0,24684;21,8;5;7,963;758,76;57;155,25;11831,82;2;4,694;368,98;9;15,8487;1428,15;10;20,00502;1744,49;18;69,852;5654,37;1;1,618;123,12;0;0;0;8;3,39298;488,06
Feb;General;Baja;Otros;Público;BTCGCD20 (BT / Beneficio Público con Demanda Horaria);S;3;0;0;0;1;2,2593;195,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;107,81283;8315,43
Feb;General;Baja;Otros;Público;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);N;4;0;0;0;5;8,06514;326,1;2;0,454;19,56;0;0;0;30;34,42566;1398,03;15;15,7665;641,16;21;29,2656;1185,33;10;22,6806;914,22;0;0;0;9;13,41554;542,92;66;45,72645;1875,26
Feb;General;Baja;Otros;Público;BTCGCD06 (BT / Bombeo de Agua con Demanda);S;4;6;4,56144;471,27;0;0;0;2;9,439;858,95;5;43,684;3912,35;7;6,944;701,38;8;18,92102;2035,32;1;1,09854;89,37;17;121,68222;12884,09;0;0;0;1;0,427;53,77;9;3,089;398,79
Feb;General;Baja;Otros;Público;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;0;0;0;0;0;0;4;3,1;259,29;0;0;0;1;0;4,33;0;0;0;0;0;0;0;0;0;0;0;0;18;26,43754;3027,36
Feb;General;Baja;Otros;Público;BTCGSD14 (BT / Bombeo de Agua para Servicio Público de Agua);N;4;0;0;0;15;15,2592;1004,83;3;1,788;117,35;42;31,03682;2050,81;4;2,101;138,81;10;27,54268;1817,48;1;0,212;13,71;0;0;0;14;27,02911;1775,41;17;10,0174;659,52;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD40 (BT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);S;4;0;0;0;5;6,202;380,64;0;0;0;14;68,48114;4794,84;0;0;0;0;0;0;1;3,922;359,23;0;0;0;0;0;0;0;0;0;80;725,30587;48842,79
Feb;General;Baja;Comercial;Público;BTCGSD01 (BT / Comercial);N;5;1;0,006;1,96;15;5,81042;596,76;198;132,85567;13533,52;52;43,56524;4531,32;16;5,696;589,18;20;10,664;1080,84;74;62,057;6321,42;308;73,63;7691,38;2;1,8504;186,81;55;20,58658;2106,87;16;6,908;697,81
Feb;General;Baja;Comercial;Público;BTCGCD01 (BT / Comercial con Demanda);S;5;0;0;0;0;0;0;0;0;0;5;24,607;2933,01;3;46,692;4735,89;3;16,73958;1942,04;0;0;0;2;8,666;1229,61;0;0;0;0;0;0;3;7,99;853,14
Feb;General;Baja;Comercial;Público;BTCGCD31 (BT / Comercial con Demanda Horaria);S;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5,916;616,45
Feb;General;Baja;Otros;Público;BTCGSD09 (BT / Culto Religioso);N;6;1;0,076;3,99;6;2,03184;117,8;4;0,128;10;1;0;1,41;3;0,029;5,21;2;0,183;9,21;2;1,2;62,22;3;0,395;17,87;1;0,1224;5,62;1;0,29;11,83;8;0,458;27,17
Feb;General;Baja;Otros;Público;BTCGCD32 (BT / Culto Religioso con Demanda);S;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD05 (BT / Entidades Oficiales);N;7;356;137,41875;12744,79;983;515,46365;48149,17;371;215,32108;19876,18;1368;1016,4473;95667,4;704;617,51748;56744,14;302;191,66986;17640,58;562;397,46504;36526,03;337;221,19062;20379,86;451;758,85436;69854,37;692;458,62056;42140,18;298;162,7696;14990,76
Feb;General;Baja;Otros;Público;BTCGCD07 (BT / Entidades Oficiales con Demanda);S;7;12;38,14;4057,03;1;7,2318;692,32;11;37,54057;3751,29;315;733,2102;73752,94;31;158,034;16465,32;25;66,81856;7074,3;65;151,26727;16366,78;67;281,08734;36987,16;6;18,651;1891,3;3;7,40644;723,88;28;28,24438;3270,06
Feb;General;Baja;Otros;Público;BTCGCD35 (BT / Entidades Oficiales con Demanda Horaria);S;7;0;0;0;0;0;0;0;0;0;2;2,823;310,55;0;0;0;0;0;0;7;85,71468;7930,9;0;0;0;0;0;0;0;0;0;216;876,70659;85103,59
Feb;General;Baja;Otros;Público;BTCGCD08 (BT / Escenarios Deportivos con Demanda);S;8;0;0;0;0;0;0;4;0,188;85,34;0;0;0;0;0;0;1;1,01898;104,25;0;0;0;0;0;0;0;0;0;0;0;0;13;1,388;342,32
Feb;General;Baja;Industrial;Público;BTCGSD02 (BT / Industrial Artesanal);N;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-0,3672;-27,54;0;0;0;0;0;0
Feb;General;Baja;Industrial;Público;BTCGCD02 (BT / Industrial con Demanda);S;9;0;0;0;0;0;0;0;0;0;0;0;0;1;15,36;1379,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Industrial;Público;BTCGCD30 (BT / Industrial con Demanda Horaria);S;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4,9164;470,04
Feb;Alumbrado Público;;Alumbrado Público;Público;REFACTAL (Alumbrado Público / Refacturaciones y Reliquidaciones);;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518,41
Feb;Residencial;;Residencial;Público;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD09 (BT / Otros con Demanda);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD37 (BT / Autoconsumo con Demana Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD38 (BT / Otros con Demanda Horaria);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD08 (BT / Otros);N;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD12 (BT / Escenarios Deportivos);N;8;0;0;0;19;1,51266;152,74;0;0;0;1;1,73196;166,21;1;0,943;85,81;11;3,954;363,36;10;3,39928;307,54;2;1,408;127,17;6;0,5812;55,51;11;1,49322;139,48;6;1,076;101,62
Feb;Residencial;Baja;Residencial;Público;BTCRSD02 (BT / Residencial Temporal);N;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1,15526;162,56;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD13 (BT / Bombeo de Agua);N;4;3;1,639;130,58;0;0;0;15;13,042;1063,46;1;0,445;33,06;53;60,73865;4989,81;19;15,301;1251,21;22;4,96084;419,05;72;95,40972;7846,35;0;0;0;24;19,62602;1609,29;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD12 (BT / Ocasional);S;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGSD11 (BT / Servicio Comunitario);N;12;0;0;0;3;0,18666;19,54;3;0,193;20,06;19;5,8444;530,6;8;1,616;152,66;0;0;0;6;2,362;216,77;0;0;0;0;0;0;1;0;1,41;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD11 (BT / Servicio Comunitario con Demanda);S;12;0;0;0;0;0;0;0;0;0;8;12,29;1406,77;2;0,445;167,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Público;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10,67532;1313,3
Feb;General;Baja;Otros;Público;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;Residencial;Baja;Residencial;Público;BTCRSD01 (BT / Residencial);N;10;1;0;1,41;532;72,342;8441,76;441;122,7611;13445,81;199;54,288;6249,33;207;27,10631;2892,16;80;23,413;2456,82;498;130,66;15604,64;109;28,781;3211,59;114;20,16488;2204,36;100;13,9628;1500,33;2;2,359;393,29
Feb;General;Baja;Otros;Público;BTCGCD41 (BT / Vehículos Eléctricos con Demanda Horaria);S;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
