Mes-Año;Categoria;Nivel Voltaje;Grupo de consumo;Tipo Consumo;Tipo Tarifa;Tarifa SISDAT;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
2025-06;General;Media;2 -  Comercial;No Público;Comercial con Demanda Horaria;MTCGCD02;0;0;0;611;7071,67;727143,66;41;890,01273;92158,86;529;20551,16516;1982982,5;90;2856,84586;295540,93;40;528,20902;55485,2;450;11332,88669;1165001,59;33;2202,06461;225295,38;5;567,5514;48790,82;206;5127,17722;522202,01;14;337,1426;35809,51
2025-06;General;Media;2 -  Comercial;Público;Comercial con Demanda;MTCGCD01;0;0;0;0;0;0;7;16,35021;1927,47;5;62,3832;6701,12;15;93,44762;11734,27;5;10,81812;1293,87;22;230,81926;25658,84;18;440,56086;49562,31;0;0;0;2;11,82486;1301,28;0;0;0
2025-06;General;Media;2 -  Comercial;Público;Comercial con Demanda Horaria;MTCGCD02;0;0;0;1;4,08918;414,41;0;0;0;0;0;0;1;5,0592;496;1;56,737;5532,32;6;161,70458;16611,14;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;3 - Industrial;No Público;Industrial con Demanda;MTCGCD03;20;39,57168;5219,63;164;155,93352;19072,3;42;146,69918;21705,45;253;10802,36928;1071513,39;371;7700,87303;887329,32;42;181,54244;24412,43;17;110,7667;13750,04;50;701,72068;79745,65;44;981,0715;116212,86;86;316,59558;42277,69;0;0;0
2025-06;General;Media;3 - Industrial;No Público;Industrial con Demanda Horaria Diferenciada;MTCGCD32;0;0;0;523;39890,94568;3863724,53;36;4253,62606;411086,56;499;46824,92072;4200757,29;206;21653,79189;2141958;78;3730,24966;378886,68;114;22795,66497;2225536,12;50;5824,26862;578089,01;26;2422,86992;224199,22;111;7823,05702;764788,06;43;2086,04531;210713,18
2025-06;General;Media;3 - Industrial;Público;Industrial con Demanda;MTCGCD03;0;0;0;0;0;0;1;0,01334;164,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;286,6848;34017,02;0;0;0;0;0;0
2025-06;General;Media;3 - Industrial;Público;Industrial con Demanda Horaria Diferenciada;MTCGCD32;0;0;0;0;0;0;2;100,23447;11420,44;0;0;0;0;0;0;1;0;1,41;0;0;0;0;0;0;0;0;0;0;0;0;1;134,33;12350,82
2025-06;General;Media;5 - Otros;No Público;Abonados Especiales con Demanda;MTCGCD05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,87618;97,82;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Abonados Especiales con Demanda Horaria;MTCGCD06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Asistencia Social con Demanda;MTCGCD07;0;0;0;1;5,6814;575,86;8;29,7167;2556,31;100;858,94402;66081,5;10;81,39084;6445,39;7;45,18162;3513,53;10;49,32374;3714,62;0;0;0;2;6,75036;561,48;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Asistencia Social con Demanda Horaria;MTCGCD08;0;0;0;4;93,96198;6442,51;1;5,1255;472,77;34;4093,3764;251702,43;0;0;0;1;25,19502;1713,49;6;733,88701;49290,07;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Autoconsumo con Demanda;MTCGCD37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Autoconsumo con Demanda Horaria;MTCGCD36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Beneficio Público con Demanda;MTCGCD09;0;0;0;0;0;0;5;8,73478;757,73;3;13,2612;987,5;1;7,1604;674,32;2;16,87692;1345,28;4;14,35242;1184,63;1;15,65394;1409,43;3;19,10664;1539,35;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Beneficio Público con Demanda Horaria;MTCGCD10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Bombeo de Agua Comunidades Campesinas;MTCGCD30;1;0,67014;27,51;0;0;0;0;0;0;2;3,7689;152,15;33;439,86884;17618,58;2;2,509;101,76;1;3,76074;151,13;0;0;0;20;70,62538;2841,08;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Bombeo de Agua con Demanda;MTCGCD11;0;0;0;50;44,41794;3992,18;18;53,97514;5707;91;2053,5898;152010,29;368;2790,07606;242775,34;62;105,82684;14184,68;184;1057,35221;88596,25;59;2649,29804;204774,41;219;4607,38456;347272,83;62;436,78534;34795,22;0;0;0
2025-06;General;Media;5 - Otros;No Público;Bombeo de Agua con Demanda Horaria;MTCGCD12;0;0;0;333;9161,70724;649396,38;4;149,46577;11431,75;53;3659,35302;221526,4;18;87,35661;43120,54;14;1012,75998;71985,2;26;644,34838;44155,01;52;8649,9858;593440,09;22;3227,8668;215145,34;32;375,48648;26096,01;1;0,00306;2,15
2025-06;General;Media;5 - Otros;No Público;Culto Religioso con Demanda;MTCGCD33;2;1,26276;119,48;32;65,07332;6821,49;4;5,95755;594,2;45;162,5037;15747,93;49;214,55126;20553;27;48,28812;5278,32;42;63,70794;6656,42;13;36,41244;4018,54;4;6,0336;751,31;16;26,45026;2715,33;0;0;0
2025-06;General;Media;5 - Otros;No Público;Escenarios Deportivos con Demanda;MTCGCD15;2;0,4182;89,48;7;5,22852;571,72;0;0;0;31;260,8816;23269,48;7;39,0642;3895,65;8;19,96752;2199,09;7;6,6573;1018,29;2;1,91964;244,82;0;0;0;1;3,551;355,13;0;0;0
2025-06;General;Media;5 - Otros;No Público;Escenarios Deportivos con Demanda Horaria;MTCGCD16;0;0;0;4;16,7858;1837,44;0;0;0;4;91,9778;8572,61;0;0;0;0;0;0;1;6,5076;2543,21;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Estación de Carga Rápida con Demanda Horaria Diferenciada;MTCGCD25;0;0;0;0;0;0;0;0;0;6;235,287;15242,42;2;66,8791;4524,02;0;0;0;1;0;43,53;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Otros con Demanda;MTCGCD19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;No Público;Servicio Comunitario con Demanda;MTCGCD35;0;0;0;9;8,01822;880,47;31;63,69417;6275,21;144;1964,98362;151462,11;182;931,69992;88420,23;1;0,76704;90,6;62;188,08024;17445,01;0;0;0;12;43,85042;4388,63;1;1,71564;153,97;0;0;0
2025-06;General;Media;5 - Otros;No Público;Servicio Comunitario con Demanda Horaria;MTCGCD34;0;0;0;0;0;0;0;0;0;41;1323,5792;93252,22;0;0;0;0;0;0;4;21,19356;1733,61;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Abonados Especiales con Demanda;MTCGCD05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Abonados Especiales con Demanda Horaria;MTCGCD06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Asistencia Social con Demanda;MTCGCD07;14;108,17422;8161,41;18;18,30696;1561,06;17;130,84149;9870,47;37;500,3528;35794,62;24;438,68176;32498,55;25;276,65156;20955,85;60;175,64796;14263,77;12;223,0049;16438,44;10;317,85038;22999,53;16;108,82346;8446,69;0;0;0
2025-06;General;Media;5 - Otros;Público;Asistencia Social con Demanda Horaria;MTCGCD08;0;0;0;40;1386,41946;93441,83;10;1244,72722;80718,36;21;5423,9584;330831,99;4;646,02305;43159,55;2;484,29192;32804,03;34;2726,5636;181140,66;1;375,564;24614,35;0;0;0;10;625,00498;42440,31;8;214,17884;14542,97
2025-06;General;Media;5 - Otros;Público;Autoconsumo con Demanda;MTCGCD37;0;0;0;0;0;0;0;0;0;0;0;0;1;0,12;13,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Autoconsumo con Demanda Horaria;MTCGCD36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Beneficio Público con Demanda;MTCGCD09;35;106,17356;8157,23;33;38,41728;3522,81;59;289,52339;24442,3;63;1328,24352;95105,22;43;274,1353;23751,78;35;149,45102;12331,74;213;552,22749;46910,33;15;106,7431;8650,67;15;62,83268;5002,18;34;172,86506;13585,86;0;0;0
2025-06;General;Media;5 - Otros;Público;Beneficio Público con Demanda Horaria;MTCGCD10;0;0;0;30;613,4025;43507,64;3;59,6467;3974,56;21;1821,682;117200,67;4;42,14;2926,95;2;43,66314;3133,51;20;1249,66228;90071,71;0;0;0;0;0;0;3;65,41212;4772,44;10;88,396;6185,31
2025-06;General;Media;5 - Otros;Público;Bombeo de Agua Comunidades Campesinas;MTCGCD30;0;0;0;0;0;0;0;0;0;0;0;0;3;3,91578;180,75;0;0;0;0;0;0;0;0;0;2;16,06092;643,84;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Bombeo de Agua con Demanda;MTCGCD11;0;0;0;2;0,23562;69,5;30;153,315;13990,3;2;19,63978;1229,79;147;935,41839;79770,99;89;1437,37932;112289,63;64;126,24316;11496,4;49;1347,38586;97815,82;8;91,32524;6945,2;31;254,49;20388,35;0;0;0
2025-06;General;Media;5 - Otros;Público;Bombeo de Agua con Demanda Horaria;MTCGCD12;0;0;0;0;0;0;4;177,18874;14793,04;5;1243,55;70433,23;5;28,1869;5579,87;1;46,39572;3019,92;68;486,87736;42202,7;1;28,11426;1892,78;2;744,95203;48528,68;0;0;0;3;2,212;1528,93
2025-06;General;Media;5 - Otros;Público;Bombeo de Agua para Servicio Público de Agua con Demanda Horaria;MTCGCD39;0;0;0;45;1152,16846;54388,02;9;236,20151;11146,04;30;1243,19083;61971,49;38;1158,32062;60659,67;6;47,43204;2830,08;61;3183,42879;159362,38;0;0;0;0;0;0;34;472,37118;23721,23;5;437,3416;7640,94
2025-06;General;Media;5 - Otros;Público;Entidades Oficiales con Demanda;MTCGCD13;98;180,8443;16865,9;195;286,6251;26529,65;174;1227,72878;113275,62;214;3380,81868;260833;294;1855,69445;175472,64;133;623,17524;59423,84;511;1794,23797;166060,45;37;448,6477;39232,43;139;1735,68991;156684,76;130;652,07872;60756,21;0;0;0
2025-06;General;Media;5 - Otros;Público;Entidades Oficiales con Demanda Horaria;MTCGCD14;0;0;0;162;2072,279;164609,2;13;414,24629;34050,8;123;7567,1588;515296,5;8;140,59605;11749,29;6;125,29476;9910,24;118;2525,21579;201478,29;1;141,545;11086,58;2;255,81768;20181,23;36;1761,89404;135003,61;31;1133,02782;90990,89
2025-06;General;Media;5 - Otros;Público;Escenarios Deportivos con Demanda;MTCGCD15;0;0;0;5;0,20502;78,7;0;0;0;1;1,6932;136,93;0;0;0;6;14,45456;1697,43;4;1,41416;264,73;1;2,258;238,37;5;1,224;789,99;2;9,21104;2029,29;0;0;0
2025-06;General;Media;5 - Otros;Público;Escenarios Deportivos con Demanda Horaria;MTCGCD16;0;0;0;0;0;0;0;0;0;1;24,5;1874,93;0;0;0;0;0;0;7;48,73324;5290,52;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Estación de Carga Rápida con Demanda Horaria Diferenciada;MTCGCD25;0;0;0;0;0;0;0;0;0;4;53,5959;3547,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Estacionales y Ocasionales;MTCGCD31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Otros con Demanda;MTCGCD19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Servicio Comunitario con Demanda;MTCGCD35;0;0;0;0;0;0;0;0;0;6;28,8968;2322,37;4;3,54654;321,05;0;0;0;1;0,53346;97,92;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;Media;5 - Otros;Público;Servicio Comunitario con Demanda Horaria;MTCGCD34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;2 -  Comercial;No Público;Comercial / Refacturaciones y Reliquidaciones;REFACTCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;2 -  Comercial;Público;Comercial / Refacturaciones y Reliquidaciones;REFACTCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;3 - Industrial;No Público;Industrial / Refacturaciones y Reliquidaciones;REFACTIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;3 - Industrial;Público;Industrial / Refacturaciones y Reliquidaciones;REFACTIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;5 - Otros;No Público;Otros / Refacturaciones y Reliquidaciones;REFACTOT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;General;0;5 - Otros;Público;Otros / Refacturaciones y Reliquidaciones;REFACTOT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;Residencial;Baja;1 - Residencial;No Público;Residencial;BTCRSD01;64959;4380,25339;503329,97;232516;35177,29225;3848113,84;99239;14325,1669;1562902,6;546909;131027,999;13365095,24;295070;71814,48425;8392087,72;120611;17928,28127;1927536,41;298941;54919,99825;5994974,86;130115;20637,40513;2228628,86;73877;12141,69256;1711368,32;225923;27942,85142;3016939,61;89741;12318,35543;1341077,72
2025-06;Residencial;Baja;1 - Residencial;No Público;Residencial para el Programa PEC;BTCRSD03;3159;384,24554;30132,26;24857;4571,18687;386816,71;15810;2816,87138;247772,56;88260;21514,42247;1788883,14;51705;11306,48483;975518,07;20774;3658,08286;307579,21;35218;8057,37643;698241,65;21165;4178,821;350485,81;13288;2403,90876;199856,72;20496;3213,98418;269112,27;9624;1843,74932;159569,03
2025-06;Residencial;Baja;1 - Residencial;No Público;Residencial Temporal;BTCRSD02;0;0;0;0;0;0;5728;519,18669;74806,83;1893;136,2155;20188,81;0;0;0;1;0,389;51,4;291;23,277;3402,88;0;0;0;11029;1262,94705;177943,53;0;0;0;2;0;2,82
2025-06;Residencial;Baja;1 - Residencial;Público;Residencial;BTCRSD01;1;0,138;14,22;529;78,17684;9005,78;421;122,3162;14123,41;166;46,612;5313,21;212;21,63;2318,68;79;24,446;2604,71;435;118,98841;14832,28;102;24,053;2668,54;114;16,142;1741,65;100;17,70104;1921,2;1;0,047;5,69
2025-06;Residencial;Baja;1 - Residencial;Público;Residencial Temporal;BTCRSD02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0,943;135,29;0;0;0;0;0;0
2025-06;Residencial;0;1 - Residencial;No Público;Residencial / Refacturaciones y Reliquidaciones;REFACTRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-06;Residencial;0;1 - Residencial;Público;Residencial / Refacturaciones y Reliquidaciones;REFACTRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
